2,3.12,2.24,9.03
5,3.16,2.25,9.00
13,3.20,2.24,8.86
13,3.20,2.30,8.74
14,3.19,2.35,8.71
14,3.18,2.38,8.61
15,3.12,2.37,8.59
16,3.06,2.37,8.52
19,3.04,2.33,8.45
24,3.05,2.30,8.44
24,2.98,2.24,8.47
26,2.90,2.19,8.52
30,2.88,2.20,8.52
32,2.87,2.19,8.47
36,2.91,2.21,8.47
37,2.84,2.24,8.48
40,2.81,2.25,8.45
42,2.83,2.28,8.48
46,2.82,2.25,8.53
47,2.83,2.21,8.52
50,2.84,2.26,8.49
52,2.85,2.18,8.53
58,2.88,2.16,8.55
58,2.88,2.17,8.55
60,2.92,2.13,8.57
62,2.93,2.14,8.59
65,2.92,2.16,8.64
67,2.97,2.14,8.66
70,2.99,2.14,8.63
73,3.03,2.18,8.68
74,3.04,2.18,8.70
77,3.12,2.20,8.72
80,3.14,2.17,8.78
82,3.21,2.14,8.73
85,3.24,2.16,8.67
87,3.18,2.13,8.79
91,3.21,2.11,8.82
92,3.18,2.14,8.73
95,3.12,2.18,8.80
97,3.15,2.17,8.84
100,3.13,2.14,8.91
103,3.10,2.11,8.88
107,3.09,2.09,8.94
107,3.03,2.07,8.99
110,3.06,2.09,9.02
112,3.01,2.13,9.02
115,3.00,2.12,9.02
117,2.96,2.08,9.03
121,2.89,2.04,9.12
129,2.92,2.01,9.18
129,2.95,1.95,9.22
129,2.89,1.97,9.20
130,2.88,1.91,9.26
133,2.92,1.95,9.29
136,2.90,1.98,9.33
137,2.91,1.99,9.36
145,2.90,1.96,9.40
146,2.94,1.97,9.41
146,2.94,1.94,9.44
148,2.92,1.97,9.45
151,2.96,1.97,9.45
153,2.94,1.96,9.45
155,2.95,1.94,9.42
158,2.98,1.94,9.41
160,2.98,1.97,9.47
162,3.00,2.00,9.45
166,3.02,2.02,9.38
168,2.99,2.00,9.39
170,2.94,2.05,9.46
173,2.94,2.04,9.43
176,2.95,2.04,9.33
177,2.94,2.08,9.35
180,2.92,2.07,9.34
182,2.89,2.07,9.40
185,2.92,2.04,9.36
187,2.90,2.08,9.34
191,2.90,2.12,9.26
192,2.90,2.09,9.28
195,2.85,2.16,9.37
198,2.84,2.17,9.33
200,2.83,2.17,9.30
203,2.81,2.19,9.31
207,2.74,2.18,9.31
207,2.77,2.14,9.38
211,2.78,2.19,9.35
213,2.71,2.19,9.31
215,2.73,2.14,9.32
217,2.72,2.14,9.31
221,2.67,2.18,9.34
224,2.73,2.19,9.38
226,2.77,2.16,9.32
228,2.73,2.20,9.34
231,2.75,2.18,9.43
233,2.75,2.15,9.37
236,2.75,2.17,9.31
238,2.75,2.15,9.32
242,2.80,2.22,9.35
242,2.77,2.23,9.27
246,2.82,2.19,9.26
248,2.81,2.18,9.30
251,2.84,2.19,9.20
253,2.88,2.20,9.18
257,2.86,2.20,9.20
258,2.92,2.22,9.18
261,2.95,2.23,9.16
263,2.94,2.21,9.10
