2,4.06,0.23,8.69
6,3.99,0.20,8.72
7,3.89,0.15,8.54
8,3.89,0.15,8.40
10,3.90,0.19,8.49
24,3.86,0.14,8.51
25,3.83,0.18,8.45
25,3.85,0.21,8.32
25,3.91,0.25,8.41
26,3.82,0.19,8.32
26,3.73,0.15,8.20
28,3.70,0.15,8.13
32,3.71,0.19,8.03
32,3.81,0.24,8.00
35,3.76,0.22,7.91
38,3.70,0.25,7.81
40,3.69,0.27,7.78
42,3.69,0.29,7.66
48,3.65,0.35,7.61
48,3.64,0.32,7.59
50,3.59,0.34,7.54
52,3.61,0.45,7.53
55,3.56,0.41,7.46
58,3.50,0.40,7.39
61,3.44,0.44,7.40
70,3.47,0.41,7.41
71,3.41,0.39,7.41
71,3.42,0.39,7.44
71,3.39,0.30,7.34
73,3.26,0.22,7.26
76,3.28,0.27,7.28
82,3.27,0.27,7.27
82,3.20,0.20,7.21
83,3.17,0.22,7.29
86,3.16,0.18,7.31
88,3.18,0.21,7.22
91,3.16,0.17,7.28
93,3.02,0.06,7.13
107,3.03,-0.00,7.09
107,2.98,-0.01,7.09
108,2.90,-0.03,7.17
108,2.85,0.04,7.16
108,2.86,0.03,7.11
109,2.84,0.01,7.11
111,2.82,0.02,7.11
120,2.78,-0.02,7.01
121,2.77,0.03,7.06
121,2.76,0.03,7.00
122,2.72,0.01,7.00
123,2.77,0.02,6.97
126,2.75,-0.03,6.97
131,2.76,-0.06,6.97
132,2.67,-0.11,6.90
133,2.69,-0.12,6.95
136,2.78,-0.10,6.95
138,2.79,-0.16,6.88
141,2.78,-0.16,6.86
143,2.79,-0.14,6.85
149,2.82,-0.19,6.88
149,2.87,-0.17,6.77
151,2.88,-0.21,6.76
153,2.89,-0.26,6.74
156,2.89,-0.31,6.71
158,2.96,-0.35,6.69
161,2.98,-0.41,6.65
165,3.02,-0.44,6.53
166,3.06,-0.48,6.50
168,3.10,-0.55,6.41
171,3.10,-0.53,6.40
173,3.18,-0.52,6.42
176,3.21,-0.57,6.37
182,3.25,-0.65,6.32
182,3.29,-0.68,6.15
183,3.35,-0.71,6.13
186,3.35,-0.76,6.03
189,3.38,-0.80,5.99
191,3.43,-0.88,5.93
193,3.46,-0.89,5.77
205,3.51,-0.95,5.68
205,3.50,-0.98,5.58
206,3.53,-1.05,5.52
206,3.56,-1.09,5.38
207,3.55,-1.13,5.25
208,3.54,-1.19,5.08
211,3.54,-1.19,4.90
227,3.54,-1.23,4.79
231,3.53,-1.24,4.67
231,3.51,-1.25,4.60
231,3.50,-1.28,4.54
232,3.45,-1.31,4.52
232,3.48,-1.32,4.49
232,3.45,-1.34,4.42
233,3.40,-1.36,4.35
233,3.33,-1.37,4.34
249,3.33,-1.40,4.38
249,3.30,-1.45,4.39
250,3.25,-1.50,4.45
250,3.22,-1.57,4.54
250,3.16,-1.65,4.71
250,3.16,-1.75,4.85
256,3.23,-1.82,4.96
256,3.24,-1.90,5.08
257,3.22,-1.99,5.25
260,3.23,-2.10,5.42
262,3.22,-2.10,5.57
265,3.27,-2.19,5.63
266,3.29,-2.24,5.80
269,3.27,-2.30,5.90
272,3.30,-2.30,5.97
274,3.41,-2.33,5.99
277,3.49,-2.35,6.12
281,3.58,-2.36,6.23
283,3.70,-2.38,6.43
283,3.79,-2.37,6.56
288,3.76,-2.36,6.73
290,3.78,-2.36,6.87
292,3.79,-2.27,7.00
294,3.72,-2.18,7.24
298,3.62,-2.10,7.50
299,3.60,-2.03,7.77
303,3.47,-2.04,8.09
305,3.39,-2.04,8.47
307,3.28,-2.08,8.84
310,3.15,-2.15,9.26
316,3.02,-2.19,9.72
316,2.90,-2.25,10.14
318,2.80,-2.36,10.62
320,2.72,-2.47,11.08
324,2.57,-2.55,11.55
324,2.48,-2.65,12.17
328,2.32,-2.73,12.71
333,2.19,-2.75,13.26
334,2.02,-2.79,13.82
334,1.80,-2.88,14.49
342,1.51,-2.97,15.06
342,1.23,-2.99,15.73
343,0.95,-3.03,16.29
345,0.62,-3.03,16.79
349,0.36,-3.03,17.34
349,0.08,-3.15,17.83
354,-0.28,-3.28,18.22
354,-0.55,-3.48,18.66
358,-0.89,-3.67,19.14
360,-1.18,-3.81,19.51
362,-1.53,-3.88,19.81
366,-1.87,-3.94,20.16
367,-2.23,-3.90,20.47
371,-2.60,-3.81,20.72
373,-2.99,-3.76,20.98
375,-3.37,-3.68,21.16
378,-3.70,-3.62,21.34
382,-4.05,-3.52,21.53
383,-4.44,-3.45,21.70
385,-4.79,-3.38,21.87
387,-5.06,-3.39,22.01
389,-5.33,-3.35,22.08
392,-5.64,-3.36,22.20
394,-5.93,-3.35,22.37
401,-6.22,-3.32,22.45
401,-6.51,-3.24,22.48
403,-6.75,-3.13,22.55
404,-6.98,-3.08,22.63
407,-7.24,-3.00,22.84
409,-7.43,-2.97,22.96
414,-7.59,-2.96,23.01
415,-7.61,-2.90,23.09
420,-7.67,-2.91,23.19
420,-7.77,-2.89,23.23
422,-7.76,-2.78,23.19
424,-7.75,-2.74,23.13
428,-7.74,-2.69,23.03
433,-7.71,-2.65,22.88
434,-7.66,-2.56,22.66
434,-7.61,-2.49,22.48
438,-7.53,-2.33,22.20
440,-7.42,-2.19,21.97
442,-7.32,-2.09,21.80
445,-7.26,-1.98,21.61
450,-7.12,-1.88,21.30
451,-6.95,-1.87,21.05
453,-6.81,-1.80,20.78
454,-6.59,-1.80,20.51
457,-6.40,-1.76,20.10
459,-6.20,-1.69,19.80
466,-6.01,-1.66,19.46
466,-5.79,-1.56,19.13
467,-5.65,-1.49,18.75
469,-5.52,-1.39,18.47
472,-5.42,-1.27,18.12
474,-5.31,-1.23,17.74
477,-5.20,-1.17,17.44
484,-5.14,-1.15,17.22
485,-5.07,-1.11,16.88
486,-5.00,-1.15,16.58
488,-4.93,-1.16,16.14
490,-4.84,-1.21,15.87
492,-4.77,-1.24,15.48
494,-4.68,-1.27,15.25
499,-4.64,-1.22,14.88
500,-4.58,-1.15,14.56
503,-4.50,-1.03,14.17
504,-4.48,-1.00,13.90
508,-4.49,-1.00,13.61
509,-4.46,-1.04,13.24
515,-4.38,-1.07,12.92
515,-4.32,-1.07,12.64
517,-4.34,-1.15,12.36
520,-4.35,-1.20,12.03
522,-4.32,-1.22,11.66
524,-4.27,-1.25,11.36
527,-4.25,-1.30,11.03
532,-4.19,-1.27,10.75
533,-4.12,-1.28,10.49
534,-4.09,-1.27,10.24
537,-4.03,-1.23,10.04
540,-3.95,-1.23,9.68
542,-3.87,-1.27,9.58
544,-3.69,-1.15,9.42
550,-3.57,-1.07,9.25
550,-3.43,-1.05,8.99
552,-3.25,-1.03,8.85
554,-3.08,-1.01,8.70
557,-2.90,-0.93,8.54
560,-2.78,-0.85,8.34
566,-2.59,-0.80,7.97
566,-2.42,-0.73,7.71
571,-2.22,-0.75,7.55
572,-2.01,-0.73,7.35
573,-1.80,-0.71,7.08
574,-1.58,-0.71,6.83
577,-1.42,-0.73,6.70
582,-1.24,-0.77,6.49
582,-1.01,-0.74,6.25
584,-0.75,-0.70,6.04
587,-0.50,-0.68,5.75
589,-0.33,-0.68,5.41
592,-0.11,-0.70,5.21
594,0.12,-0.68,4.89
600,0.36,-0.71,4.66
601,0.53,-0.75,4.45
603,0.79,-0.77,4.28
605,1.03,-0.87,4.04
608,1.19,-0.93,3.85
609,1.43,-1.01,3.67
612,1.62,-1.09,3.39
617,1.81,-1.09,3.18
618,1.97,-1.18,3.00
621,2.19,-1.29,2.74
622,2.42,-1.49,2.58
624,2.55,-1.70,2.44
628,2.74,-1.82,2.25
634,2.83,-1.90,2.05
634,2.90,-1.97,1.86
634,3.04,-2.08,1.53
638,3.13,-2.12,1.26
642,3.18,-2.15,1.01
643,3.23,-2.26,0.75
646,3.25,-2.39,0.58
651,3.23,-2.53,0.26
651,3.26,-2.71,0.04
653,3.20,-2.93,-0.19
657,3.17,-3.16,-0.49
659,3.05,-3.38,-0.76
661,2.85,-3.52,-1.04
665,2.38,-3.60,-1.45
667,2.06,-3.67,-1.82
669,2.09,-3.83,-2.31
671,2.02,-3.99,-2.61
674,1.93,-4.08,-2.79
676,1.84,-4.19,-3.13
679,1.72,-4.39,-3.38
683,1.63,-4.55,-3.58
684,1.52,-4.71,-3.85
686,1.42,-4.86,-4.25
689,1.25,-5.02,-4.59
691,1.15,-5.08,-4.90
694,1.01,-5.11,-5.19
695,0.89,-5.15,-5.60
700,0.72,-5.22,-6.02
701,0.63,-5.27,-6.41
704,0.47,-5.34,-6.87
706,0.31,-5.48,-7.23
709,0.12,-5.62,-7.63
711,-0.03,-5.73,-7.91
713,-0.07,-5.88,-8.09
717,-0.12,-6.15,-8.41
718,-0.16,-6.49,-8.73
722,-0.15,-6.87,-9.11
725,-0.15,-7.16,-9.63
726,-0.28,-7.43,-10.18
729,-0.48,-7.82,-10.71
734,-0.52,-8.19,-11.40
735,-0.55,-8.53,-12.09
736,-0.66,-8.73,-12.67
739,-0.74,-8.97,-13.33
742,-0.81,-9.26,-14.09
743,-0.96,-9.56,-14.81
751,-1.11,-9.99,-15.55
752,-1.28,-10.44,-16.40
752,-1.60,-10.90,-17.30
753,-1.96,-11.33,-18.08
755,-2.32,-11.69,-19.07
758,-2.72,-11.96,-20.06
760,-3.11,-12.19,-20.95
767,-3.55,-12.40,-21.76
767,-3.96,-12.69,-22.67
768,-4.33,-13.05,-23.46
771,-4.63,-13.47,-24.21
774,-4.87,-13.86,-25.01
776,-5.15,-14.15,-25.70
779,-5.49,-14.45,-26.23
783,-5.77,-14.77,-26.97
785,-6.05,-14.92,-27.55
787,-6.31,-15.00,-28.24
789,-6.43,-15.14,-28.98
791,-6.49,-15.13,-29.71
794,-6.54,-15.24,-30.40
796,-6.69,-15.53,-31.19
800,-6.88,-15.83,-31.89
801,-7.13,-16.13,-32.49
804,-7.28,-16.37,-33.24
806,-7.46,-16.63,-34.07
809,-7.64,-16.84,-35.02
811,-7.93,-17.08,-35.88
815,-8.31,-17.39,-36.71
816,-8.67,-17.59,-37.39
819,-9.14,-17.88,-37.95
822,-9.57,-18.28,-38.31
825,-10.07,-18.56,-38.61
826,-10.38,-18.45,-38.95
830,-10.24,-18.88,-39.32
835,-10.66,-19.75,-38.98
835,-11.17,-20.50,-38.35
837,-11.56,-21.12,-37.88
840,-11.88,-21.75,-37.47
841,-12.14,-22.39,-36.77
844,-11.97,-23.10,-36.05
852,-11.97,-24.01,-34.92
852,-12.73,-24.70,-34.12
852,-13.13,-25.13,-34.28
854,-13.07,-25.56,-33.63
857,-12.80,-26.34,-33.02
860,-12.59,-27.33,-32.93
866,-12.75,-28.23,-32.53
866,-13.03,-29.04,-31.67
866,-13.30,-29.92,-31.17
869,-13.55,-30.74,-31.00
872,-13.87,-31.51,-31.03
874,-14.14,-32.31,-31.12
876,-14.51,-33.11,-31.21
885,-14.95,-33.96,-31.25
886,-15.35,-34.62,-31.51
886,-15.82,-35.18,-31.72
888,-16.43,-35.67,-31.89
889,-17.07,-36.07,-31.86
892,-17.70,-36.60,-31.75
895,-18.20,-37.26,-31.68
898,-18.87,-37.94,-31.53
899,-19.56,-38.62,-31.50
903,-20.15,-39.29,-31.34
905,-20.77,-39.73,-31.01
907,-21.50,-39.97,-30.62
910,-22.18,-40.17,-30.23
912,-22.94,-40.39,-29.79
916,-23.66,-40.54,-29.17
917,-24.44,-40.69,-28.43
921,-25.20,-40.76,-27.58
923,-25.89,-40.75,-26.69
925,-26.58,-40.70,-25.83
927,-27.30,-40.57,-24.96
930,-27.92,-40.37,-23.67
933,-28.49,-40.23,-22.10
934,-29.15,-40.13,-20.34
937,-29.71,-40.14,-18.44
940,-30.15,-40.31,-16.41
943,-30.34,-40.78,-13.83
945,-30.30,-41.58,-10.48
949,-30.37,-42.77,-4.80
950,-29.67,-43.14,-8.00
951,-28.41,-43.86,-3.30
956,-27.26,-43.13,1.33
957,-25.91,-41.45,3.13
960,-24.38,-40.18,5.56
961,-22.67,-39.43,8.57
966,5.31,-9.11,47.90
967,40.28,-14.57,41.40
970,-35.70,-60.05,-78.95
973,-22.72,-49.73,-68.67
976,-25.67,-1.14,-16.41
977,15.65,13.95,-38.37
980,-26.29,15.79,-16.54
986,-6.76,43.31,2.04
987,14.46,31.96,-56.54
987,-4.31,6.62,-78.95
989,-11.33,10.95,-54.65
991,-17.46,9.53,-40.99
994,-13.81,8.13,-56.68
1000,-17.60,8.36,-58.23
1000,-17.31,6.94,-42.73
1001,-16.36,3.60,-28.35
1004,-11.57,-3.55,-32.09
1007,-4.49,-7.98,-23.37
1009,-6.75,-13.02,-25.02
1011,-10.11,-15.11,-24.37
1015,-9.06,-15.17,-14.81
1016,-7.24,-16.67,-1.85
1021,-5.56,-24.86,22.22
1021,-9.71,-41.74,53.84
1024,-15.06,-47.45,28.99
1026,-9.15,-45.00,28.77
1032,-6.61,-39.75,39.33
1032,-6.19,-35.81,42.61
1034,-5.16,-31.12,49.35
1037,-4.59,-26.60,52.29
1039,-4.84,-23.59,54.74
1042,-4.59,-22.67,56.02
1044,-3.90,-22.85,57.01
1050,-3.12,-22.73,57.32
1050,-2.76,-21.01,56.70
1051,-2.76,-18.11,55.72
1054,-3.02,-14.86,53.73
1057,-3.26,-12.15,51.37
1059,-3.29,-10.50,48.90
1062,-3.39,-9.25,46.25
1066,-3.57,-8.06,43.53
1067,-3.90,-6.95,40.21
1070,-4.22,-6.00,36.91
1071,-4.53,-4.96,33.82
1075,-5.02,-3.96,31.03
1077,-5.30,-3.26,28.45
1084,-5.58,-2.50,25.73
1084,-5.97,-1.74,23.21
1086,-6.37,-1.40,20.50
1086,-6.81,-1.34,18.01
1090,-7.17,-1.77,15.66
1092,-7.58,-2.53,13.56
1095,-7.89,-3.59,11.38
1100,-8.23,-4.52,9.14
1100,-8.51,-5.19,7.44
1102,-8.82,-5.57,5.77
1105,-9.19,-5.83,4.27
1107,-9.53,-6.03,2.89
1109,-9.87,-6.21,1.38
1112,-10.23,-6.44,0.03
1117,-10.55,-6.66,-1.38
1118,-10.86,-6.86,-2.46
1120,-11.20,-7.04,-3.48
1122,-11.47,-7.18,-4.32
1125,-11.66,-7.31,-5.10
1127,-11.93,-7.45,-6.02
1133,-12.01,-7.51,-6.60
1133,-12.08,-7.61,-7.06
1136,-12.23,-7.68,-7.43
1137,-12.31,-7.71,-7.73
1140,-12.35,-7.79,-7.83
1143,-12.26,-8.00,-7.64
1144,-12.17,-8.30,-7.44
1150,-12.02,-8.75,-7.03
1151,-11.89,-9.04,-6.55
1152,-11.79,-9.39,-5.99
1155,-11.63,-9.71,-5.48
1157,-11.37,-9.94,-4.97
1159,-11.11,-10.12,-4.30
1165,-10.81,-10.23,-3.66
1165,-10.62,-10.34,-3.00
1167,-10.44,-10.47,-2.40
1170,-10.23,-10.56,-1.76
